,mayor,byte_length
4078,ZABSTAIN,5089
4079,Ron Black,5089
4080,Andy Mitchell,5089
4081,Linda Marlene Eales,5089
4082,Ron Black,5089
4083,Ron Black,5089
4084,ZABSTAIN,5088
4085,ZABSTAIN,5088
4086,Andy Mitchell,5088
4087,ZABSTAIN,5088
4088,Linda Marlene Eales,5088
4089,Andy Mitchell,5088
4090,ZABSTAIN,5088
4091,Linda Marlene Eales,5088
4092,Linda Marlene Eales,5088
4093,Andy Mitchell,5088
4094,Linda Marlene Eales,5088
4095,Ron Black,5087
4096,Andy Mitchell,5087
4097,Ron Black,5087
4098,ZABSTAIN,5087
4099,Linda Marlene Eales,5087
4100,ZABSTAIN,5087
4101,ZABSTAIN,5087
4102,ZABSTAIN,5087
4103,Ron Black,5087
4104,Andy Mitchell,5087
4105,ZABSTAIN,5087
4106,Linda Marlene Eales,5087
4107,ZABSTAIN,5087
4108,Andy Mitchell,5087
4109,Linda Marlene Eales,5087
4110,Ron Black,5087
4111,ZABSTAIN,5087
4112,Ron Black,5087
4113,Ron Black,5086
4114,ZABSTAIN,5086
4115,Linda Marlene Eales,5086
4116,ZABSTAIN,5086
4117,ZABSTAIN,5086
4118,Linda Marlene Eales,5086
4119,Ron Black,5086
4120,ZABSTAIN,5086
4121,Andy Mitchell,5086
4122,Linda Marlene Eales,5086
4123,Ron Black,5086
4124,ZABSTAIN,5086
4125,Ron Black,5086
4126,ZABSTAIN,5085
4127,Ron Black,5085
4128,Andy Mitchell,5085
4129,Andy Mitchell,5085
4130,Andy Mitchell,5085
4131,Ron Black,5085
4132,ZABSTAIN,5084
4133,Andy Mitchell,5084
4134,Andy Mitchell,5084
4135,Ron Black,5084
4136,Linda Marlene Eales,5084
4137,Linda Marlene Eales,5084
4138,ZABSTAIN,5084
4139,Ron Black,5084
4140,Andy Mitchell,5084
4141,ZABSTAIN,5084
4142,ZABSTAIN,5084
4143,ZABSTAIN,5084
4144,Linda Marlene Eales,5084
4145,Andy Mitchell,5083
4146,Linda Marlene Eales,5083
4147,Linda Marlene Eales,5083
4148,Ron Black,5083
4149,Linda Marlene Eales,5083
4150,ZABSTAIN,5083
4151,Ron Black,5083
4152,ZABSTAIN,5083
4153,Andy Mitchell,5083
4154,ZABSTAIN,5083
4155,ZABSTAIN,5083
4156,ZABSTAIN,5083
4157,Ron Black,5082
4158,Linda Marlene Eales,5082
4159,ZABSTAIN,5082
4160,ZABSTAIN,5082
4161,ZABSTAIN,5082
4162,Ron Black,5082
4163,Linda Marlene Eales,5082
4164,ZABSTAIN,5082
4165,Andy Mitchell,5082
4166,Andy Mitchell,5082
4167,ZABSTAIN,5082
4168,Linda Marlene Eales,5082
4169,Ron Black,5082
4170,Linda Marlene Eales,5082
4171,Andy Mitchell,5082
4172,Ron Black,5082
4173,Ron Black,5082
4174,Andy Mitchell,5081
4175,Andy Mitchell,5081
4176,Ron Black,5081
4177,Linda Marlene Eales,5081
4178,ZABSTAIN,5081
4179,Ron Black,5081
4180,ZABSTAIN,5081
4181,Andy Mitchell,5081
4182,Ron Black,5081
4183,Ron Black,5081
4184,Andy Mitchell,5081
4185,Ron Black,5080
4186,ZABSTAIN,5080
4187,ZABSTAIN,5080
4188,Linda Marlene Eales,5080
4189,Linda Marlene Eales,5080
4190,Andy Mitchell,5080
4191,Ron Black,5080
4192,ZABSTAIN,5080
4193,Andy Mitchell,5080
4194,Linda Marlene Eales,5080
4195,Linda Marlene Eales,5080
4196,Linda Marlene Eales,5080
4197,ZABSTAIN,5080
4198,ZABSTAIN,5080
4199,Linda Marlene Eales,5080
4200,Andy Mitchell,5080
4201,ZABSTAIN,5080
4202,ZABSTAIN,5080
4203,Ron Black,5080
4204,Ron Black,5080
4205,Ron Black,5079
4206,Ron Black,5079
4207,Linda Marlene Eales,5079
4208,Andy Mitchell,5079
4209,Andy Mitchell,5079
4210,Linda Marlene Eales,5079
4211,Linda Marlene Eales,5079
4212,Ron Black,5079
4213,ZABSTAIN,5079
4214,Ron Black,5079
4215,Linda Marlene Eales,5079
4216,ZABSTAIN,5079
4217,Ron Black,5079
4218,ZABSTAIN,5079
4219,Andy Mitchell,5079
4220,Ron Black,5079
4221,Linda Marlene Eales,5079
4222,Linda Marlene Eales,5079
4223,Andy Mitchell,5079
4224,ZABSTAIN,5079
4225,Linda Marlene Eales,5079
4226,Ron Black,5079
4227,Andy Mitchell,5078
4228,Linda Marlene Eales,5078
4229,ZABSTAIN,5078
4230,Linda Marlene Eales,5078
4231,Andy Mitchell,5078
4232,ZABSTAIN,5078
4233,Andy Mitchell,5078
4234,ZABSTAIN,5078
4235,Linda Marlene Eales,5078
4236,Andy Mitchell,5078
4237,Ron Black,5078
4238,Andy Mitchell,5078
4239,ZABSTAIN,5078
4240,Linda Marlene Eales,5078
4241,ZABSTAIN,5078
4242,Linda Marlene Eales,5078
4243,Linda Marlene Eales,5077
4244,Andy Mitchell,5077
4245,Andy Mitchell,5077
4246,ZABSTAIN,5077
4247,ZABSTAIN,5077
4248,Andy Mitchell,5077
4249,Linda Marlene Eales,5077
4250,Andy Mitchell,5077
4251,ZABSTAIN,5077
4252,ZABSTAIN,5077
4253,ZABSTAIN,5077
4254,Ron Black,5077
4255,Ron Black,5077
4256,ZABSTAIN,5077
4257,ZABSTAIN,5077
4258,Ron Black,5077
4259,ZABSTAIN,5077
4260,ZABSTAIN,5077
4261,Ron Black,5077
4262,Andy Mitchell,5077
4263,ZABSTAIN,5076
4264,ZABSTAIN,5076
4265,Ron Black,5076
4266,Ron Black,5076
4267,Linda Marlene Eales,5076
4268,ZABSTAIN,5076
4269,Ron Black,5076
4270,Ron Black,5076
4271,Andy Mitchell,5076
4272,Ron Black,5076
4273,Andy Mitchell,5076
4274,Ron Black,5076
4275,Linda Marlene Eales,5075
4276,ZABSTAIN,5075
4277,ZABSTAIN,5075
4278,Andy Mitchell,5075
4279,Andy Mitchell,5075
4280,Linda Marlene Eales,5075
4281,Linda Marlene Eales,5075
4282,Linda Marlene Eales,5075
4283,Linda Marlene Eales,5075
4284,Ron Black,5075
4285,Ron Black,5075
4286,Ron Black,5075
4287,Andy Mitchell,5075
4288,Ron Black,5075
4289,Ron Black,5075
4290,Ron Black,5075
4291,Ron Black,5074
4292,Andy Mitchell,5074
4293,Ron Black,5074
4294,Linda Marlene Eales,5074
4295,Ron Black,5074
4296,Ron Black,5074
4297,Ron Black,5074
4298,Ron Black,5074
4299,ZABSTAIN,5074
4300,Andy Mitchell,5074
4301,Ron Black,5074
4302,ZABSTAIN,5074
4303,ZABSTAIN,5074
4304,ZABSTAIN,5074
4305,Linda Marlene Eales,5074
4306,Linda Marlene Eales,5074
4307,Andy Mitchell,5074
4308,ZABSTAIN,5074
4309,ZABSTAIN,5074
4310,ZABSTAIN,5074
4311,Linda Marlene Eales,5073
4312,Linda Marlene Eales,5073
4313,Linda Marlene Eales,5073
4314,Ron Black,5073
4315,ZABSTAIN,5073
4316,Andy Mitchell,5073
4317,Linda Marlene Eales,5073
4318,Linda Marlene Eales,5073
4319,Andy Mitchell,5073
4320,Andy Mitchell,5073
4321,Linda Marlene Eales,5073
4322,ZABSTAIN,5073
4323,Ron Black,5073
4324,Linda Marlene Eales,5073
4325,Ron Black,5073
4326,Linda Marlene Eales,5073
4327,Linda Marlene Eales,5073
4328,Ron Black,5072
4329,Andy Mitchell,5072
4330,Linda Marlene Eales,5072
4331,Andy Mitchell,5072
4332,Andy Mitchell,5072
4333,Linda Marlene Eales,5072
4334,ZABSTAIN,5072
4335,Ron Black,5072
4336,Andy Mitchell,5072
4337,Linda Marlene Eales,5072
4338,Linda Marlene Eales,5072
4339,Ron Black,5072
4340,Ron Black,5071
4341,Andy Mitchell,5071
4342,Ron Black,5071
4343,Ron Black,5071
4344,Andy Mitchell,5071
4345,ZABSTAIN,5071
4346,Ron Black,5071
4347,Andy Mitchell,5071
4348,Linda Marlene Eales,5071
4349,Linda Marlene Eales,5071
4350,Linda Marlene Eales,5071
4351,ZABSTAIN,5071
4352,ZABSTAIN,5071
4353,Linda Marlene Eales,5071
4354,Linda Marlene Eales,5070
4355,Andy Mitchell,5070
4356,Linda Marlene Eales,5070
4357,Ron Black,5070
4358,Linda Marlene Eales,5070
4359,Andy Mitchell,5070
4360,Linda Marlene Eales,5070
4361,Andy Mitchell,5070
4362,ZABSTAIN,5070
4363,Ron Black,5070
4364,Andy Mitchell,5070
4365,ZABSTAIN,5070
4366,Andy Mitchell,5070
4367,Andy Mitchell,5070
4368,ZABSTAIN,5070
4369,ZABSTAIN,5070
4370,Andy Mitchell,5070
4371,Linda Marlene Eales,5070
4372,Andy Mitchell,5070
4373,Ron Black,5070
4374,Linda Marlene Eales,5070
4375,Andy Mitchell,5069
4376,Linda Marlene Eales,5069
4377,Linda Marlene Eales,5069
4378,Linda Marlene Eales,5069
4379,Linda Marlene Eales,5069
4380,Andy Mitchell,5069
4381,ZABSTAIN,5069
4382,Andy Mitchell,5069
4383,ZABSTAIN,5069
4384,Ron Black,5069
4385,ZABSTAIN,5069
4386,Ron Black,5069
4387,ZABSTAIN,5068
4388,Andy Mitchell,5068
4389,ZABSTAIN,5068
4390,Ron Black,5068
4391,ZABSTAIN,5068
4392,Andy Mitchell,5068
4393,Linda Marlene Eales,5068
4394,Andy Mitchell,5068
4395,ZABSTAIN,5068
4396,ZABSTAIN,5068
4397,Linda Marlene Eales,5068
4398,Linda Marlene Eales,5068
4399,ZABSTAIN,5068
4400,ZABSTAIN,5068
4401,Linda Marlene Eales,5068
4402,ZABSTAIN,5068
4403,Ron Black,5068
4404,Ron Black,5068
4405,Andy Mitchell,5067
4406,Andy Mitchell,5067
4407,Ron Black,5067
4408,Andy Mitchell,5067
4409,Ron Black,5067
4410,Linda Marlene Eales,5067
4411,ZABSTAIN,5067
4412,ZABSTAIN,5067
4413,Linda Marlene Eales,5067
4414,Ron Black,5067
4415,ZABSTAIN,5067
4416,Andy Mitchell,5067
4417,ZABSTAIN,5066
4418,Ron Black,5066
4419,ZABSTAIN,5066
4420,Ron Black,5066
4421,Linda Marlene Eales,5066
4422,Linda Marlene Eales,5066
4423,ZABSTAIN,5066
4424,ZABSTAIN,5066
4425,Andy Mitchell,5066
4426,ZABSTAIN,5066
4427,Andy Mitchell,5066
4428,ZABSTAIN,5066
4429,ZABSTAIN,5066
4430,Ron Black,5066
4431,Linda Marlene Eales,5066
4432,Andy Mitchell,5066
4433,Linda Marlene Eales,5066
4434,Linda Marlene Eales,5065
4435,Ron Black,5065
4436,Linda Marlene Eales,5065
4437,ZABSTAIN,5065
4438,Ron Black,5065
4439,ZABSTAIN,5065
4440,Andy Mitchell,5065
4441,ZABSTAIN,5065
4442,Ron Black,5065
4443,Andy Mitchell,5065
4444,Linda Marlene Eales,5065
4445,Linda Marlene Eales,5065
4446,Linda Marlene Eales,5065
4447,Linda Marlene Eales,5065
4448,Ron Black,5065
4449,ZABSTAIN,5065
4450,Ron Black,5065
4451,ZABSTAIN,5065
4452,Linda Marlene Eales,5064
4453,Linda Marlene Eales,5064
4454,ZABSTAIN,5064
4455,Ron Black,5064
4456,Andy Mitchell,5064
4457,Ron Black,5064
4458,Ron Black,5064
4459,Linda Marlene Eales,5064
4460,Ron Black,5064
4461,Ron Black,5064
4462,ZABSTAIN,5064
4463,Andy Mitchell,5064
4464,Linda Marlene Eales,5064
4465,ZABSTAIN,5064
4466,Linda Marlene Eales,5064
4467,Ron Black,5064
4468,Andy Mitchell,5064
4469,Linda Marlene Eales,5064
4470,Linda Marlene Eales,5064
4471,Ron Black,5063
4472,ZABSTAIN,5063
4473,Andy Mitchell,5063
4474,Andy Mitchell,5063
4475,ZABSTAIN,5063
4476,Ron Black,5063
4477,Ron Black,5063
4478,Ron Black,5063
4479,Andy Mitchell,5063
4480,Linda Marlene Eales,5063
4481,Linda Marlene Eales,5063
4482,Ron Black,5063
4483,Ron Black,5063
4484,Linda Marlene Eales,5063
4485,ZABSTAIN,5062
4486,Andy Mitchell,5062
4487,Linda Marlene Eales,5062
4488,Andy Mitchell,5062
4489,Ron Black,5062
4490,Ron Black,5062
4491,Linda Marlene Eales,5062
4492,Linda Marlene Eales,5062
4493,ZABSTAIN,5062
4494,Linda Marlene Eales,5062
4495,Ron Black,5062
4496,Andy Mitchell,5062
4497,Ron Black,5062
4498,ZABSTAIN,5062
4499,Andy Mitchell,5062
4500,Ron Black,5062
4501,Linda Marlene Eales,5062
4502,Andy Mitchell,5062
4503,Ron Black,5061
4504,Linda Marlene Eales,5061
4505,Andy Mitchell,5061
4506,Andy Mitchell,5061
4507,Ron Black,5061
4508,Andy Mitchell,5061
4509,Linda Marlene Eales,5061
4510,ZABSTAIN,5061
4511,Linda Marlene Eales,5061
4512,ZABSTAIN,5061
4513,Linda Marlene Eales,5061
4514,Ron Black,5060
4515,Ron Black,5060
4516,Linda Marlene Eales,5060
4517,Andy Mitchell,5060
4518,ZABSTAIN,5060
4519,Andy Mitchell,5060
4520,Ron Black,5060
4521,Linda Marlene Eales,5060
4522,ZABSTAIN,5060
4523,ZABSTAIN,5060
4524,Ron Black,5060
4525,Andy Mitchell,5060
4526,Linda Marlene Eales,5060
4527,Andy Mitchell,5060
4528,Linda Marlene Eales,5060
4529,Ron Black,5060
4530,Andy Mitchell,5060
4531,ZABSTAIN,5060
4532,Andy Mitchell,5059
4533,Linda Marlene Eales,5059
4534,ZABSTAIN,5059
4535,Andy Mitchell,5059
4536,Andy Mitchell,5059
4537,Ron Black,5059
4538,ZABSTAIN,5059
4539,Andy Mitchell,5059
4540,Ron Black,5059
4541,ZABSTAIN,5059
4542,Linda Marlene Eales,5058
4543,Linda Marlene Eales,5058
4544,Andy Mitchell,5058
4545,Linda Marlene Eales,5058
4546,ZABSTAIN,5058
4547,Ron Black,5058
4548,Ron Black,5058
4549,Ron Black,5058
4550,ZABSTAIN,5058
4551,ZABSTAIN,5058
4552,ZABSTAIN,5058
4553,Ron Black,5058
4554,Linda Marlene Eales,5058
4555,Andy Mitchell,5058
4556,ZABSTAIN,5058
4557,Andy Mitchell,5058
4558,Linda Marlene Eales,5057
4559,Andy Mitchell,5057
4560,Ron Black,5057
4561,Linda Marlene Eales,5057
4562,Andy Mitchell,5057
4563,Andy Mitchell,5057
4564,Ron Black,5057
4565,Ron Black,5057
4566,Linda Marlene Eales,5057
4567,Andy Mitchell,5057
4568,Andy Mitchell,5057
4569,Linda Marlene Eales,5057
4570,Ron Black,5057
4571,Ron Black,5057
4572,Linda Marlene Eales,5057
4573,Andy Mitchell,5057
4574,Linda Marlene Eales,5057
4575,Ron Black,5057
4576,Ron Black,5057
4577,ZABSTAIN,5056
4578,Andy Mitchell,5056
4579,Ron Black,5056
4580,Ron Black,5056
4581,Andy Mitchell,5056
4582,Linda Marlene Eales,5056
4583,ZABSTAIN,5056
4584,Ron Black,5056
4585,Linda Marlene Eales,5056
4586,ZABSTAIN,5056
4587,ZABSTAIN,5056
4588,Ron Black,5056
4589,Linda Marlene Eales,5055
4590,Linda Marlene Eales,5055
4591,Ron Black,5055
4592,Linda Marlene Eales,5055
4593,ZABSTAIN,5055
4594,ZABSTAIN,5055
4595,ZABSTAIN,5055
4596,Linda Marlene Eales,5055
4597,Linda Marlene Eales,5055
4598,ZABSTAIN,5055
4599,Linda Marlene Eales,5055
4600,Andy Mitchell,5055
4601,Andy Mitchell,5055
4602,ZABSTAIN,5055
4603,ZABSTAIN,5055
4604,Ron Black,5055
4605,Andy Mitchell,5055
4606,Andy Mitchell,5055
4607,Andy Mitchell,5055
4608,Linda Marlene Eales,5055
4609,ZABSTAIN,5054
4610,Linda Marlene Eales,5054
4611,Andy Mitchell,5054
4612,ZABSTAIN,5054
4613,Andy Mitchell,5054
4614,Ron Black,5054
4615,Linda Marlene Eales,5054
4616,ZABSTAIN,5054
4617,Andy Mitchell,5054
4618,ZABSTAIN,5054
4619,Linda Marlene Eales,5054
4620,Ron Black,5054
4621,ZABSTAIN,5053
4622,ZABSTAIN,5053
4623,ZABSTAIN,5053
4624,Andy Mitchell,5053
4625,Ron Black,5053
4626,Ron Black,5053
4627,ZABSTAIN,5053
4628,ZABSTAIN,5053
4629,Andy Mitchell,5052
4630,ZABSTAIN,5052
4631,ZABSTAIN,5052
4632,Andy Mitchell,5052
4633,Andy Mitchell,5052
4634,Linda Marlene Eales,5052
4635,ZABSTAIN,5052
4636,ZABSTAIN,5052
4637,Andy Mitchell,5052
4638,Andy Mitchell,5052
4639,ZABSTAIN,5052
4640,Ron Black,5052
4641,Andy Mitchell,5052
4642,Ron Black,5052
4643,Ron Black,5052
4644,Ron Black,5052
4645,Ron Black,5052
4646,Linda Marlene Eales,5051
4647,ZABSTAIN,5051
4648,Ron Black,5051
4649,Linda Marlene Eales,5051
4650,ZABSTAIN,5051
4651,Andy Mitchell,5051
4652,Linda Marlene Eales,5051
4653,Andy Mitchell,5051
4654,Linda Marlene Eales,5051
4655,Andy Mitchell,5051
4656,ZABSTAIN,5051
4657,ZABSTAIN,5051
4658,Andy Mitchell,5051
4659,Linda Marlene Eales,5051
4660,ZABSTAIN,5051
4661,Andy Mitchell,5051
4662,Andy Mitchell,5051
4663,Linda Marlene Eales,5051
4664,ZABSTAIN,5051
4665,Linda Marlene Eales,5050
4666,ZABSTAIN,5050
4667,ZABSTAIN,5050
4668,Linda Marlene Eales,5050
4669,Linda Marlene Eales,5050
4670,Ron Black,5050
4671,Linda Marlene Eales,5050
4672,Ron Black,5050
4673,Linda Marlene Eales,5050
4674,Ron Black,5050
4675,Linda Marlene Eales,5050
4676,ZABSTAIN,5050
4677,ZABSTAIN,5050
4678,ZABSTAIN,5050
4679,Linda Marlene Eales,5050
4680,Ron Black,5050
4681,Andy Mitchell,5050
4682,Ron Black,5050
4683,Linda Marlene Eales,5049
4684,Ron Black,5049
4685,ZABSTAIN,5049
4686,ZABSTAIN,5049
4687,ZABSTAIN,5049
4688,Andy Mitchell,5049
4689,Linda Marlene Eales,5049
4690,Ron Black,5049
4691,Linda Marlene Eales,5049
4692,Andy Mitchell,5049
4693,Ron Black,5049
4694,Andy Mitchell,5049
4695,Linda Marlene Eales,5049
4696,ZABSTAIN,5049
4697,Linda Marlene Eales,5049
4698,Andy Mitchell,5049
4699,Linda Marlene Eales,5049
4700,Andy Mitchell,5048
4701,ZABSTAIN,5048
4702,Ron Black,5048
4703,Andy Mitchell,5048
4704,ZABSTAIN,5048
4705,ZABSTAIN,5048
4706,Ron Black,5048
4707,ZABSTAIN,5048
4708,Linda Marlene Eales,5048
4709,Ron Black,5048
4710,Andy Mitchell,5048
4711,ZABSTAIN,5048
4712,Ron Black,5048
4713,Ron Black,5047
4714,Linda Marlene Eales,5047
4715,Ron Black,5047
4716,Andy Mitchell,5047
4717,Ron Black,5047
4718,ZABSTAIN,5047
4719,ZABSTAIN,5047
4720,Ron Black,5047
4721,Andy Mitchell,5047
4722,Andy Mitchell,5047
4723,Linda Marlene Eales,5047
4724,ZABSTAIN,5047
4725,ZABSTAIN,5047
4726,Linda Marlene Eales,5047
4727,ZABSTAIN,5047
4728,ZABSTAIN,5047
4729,ZABSTAIN,5047
4730,Andy Mitchell,5047
4731,Andy Mitchell,5047
4732,Linda Marlene Eales,5047
4733,Ron Black,5046
4734,Andy Mitchell,5046
4735,ZABSTAIN,5046
4736,Andy Mitchell,5046
4737,ZABSTAIN,5046
4738,Ron Black,5046
4739,Ron Black,5046
4740,Linda Marlene Eales,5046
4741,Andy Mitchell,5046
4742,ZABSTAIN,5046
4743,Andy Mitchell,5046
4744,Ron Black,5046
4745,Ron Black,5046
4746,Linda Marlene Eales,5046
4747,ZABSTAIN,5045
4748,ZABSTAIN,5045
4749,Andy Mitchell,5045
4750,Ron Black,5045
4751,ZABSTAIN,5045
4752,Linda Marlene Eales,5045
4753,Ron Black,5045
4754,Ron Black,5045
4755,Andy Mitchell,5045
4756,Ron Black,5045
4757,Linda Marlene Eales,5045
4758,Andy Mitchell,5045
4759,Andy Mitchell,5045
4760,Andy Mitchell,5045
4761,ZABSTAIN,5045
4762,Andy Mitchell,5045
4763,Ron Black,5045
4764,ZABSTAIN,5044
4765,ZABSTAIN,5044
4766,Linda Marlene Eales,5044
4767,Linda Marlene Eales,5044
4768,Andy Mitchell,5044
4769,Ron Black,5044
4770,ZABSTAIN,5044
4771,Ron Black,5044
4772,Andy Mitchell,5044
4773,Andy Mitchell,5044
4774,Ron Black,5044
4775,Andy Mitchell,5044
4776,Linda Marlene Eales,5044
4777,Andy Mitchell,5044
4778,ZABSTAIN,5044
4779,Linda Marlene Eales,5044
4780,Andy Mitchell,5044
4781,Linda Marlene Eales,5043
4782,Linda Marlene Eales,5043
4783,Linda Marlene Eales,5043
4784,Ron Black,5043
4785,ZABSTAIN,5043
4786,Linda Marlene Eales,5043
4787,Linda Marlene Eales,5043
4788,ZABSTAIN,5043
4789,Linda Marlene Eales,5043
4790,Linda Marlene Eales,5043
4791,Linda Marlene Eales,5043
4792,Ron Black,5043
4793,Ron Black,5043
4794,Andy Mitchell,5043
4795,Ron Black,5043
4796,Andy Mitchell,5043
4797,Linda Marlene Eales,5042
4798,ZABSTAIN,5042
4799,Linda Marlene Eales,5042
4800,ZABSTAIN,5042
4801,ZABSTAIN,5042
4802,Andy Mitchell,5042
4803,ZABSTAIN,5042
4804,Andy Mitchell,5042
4805,Ron Black,5042
4806,Linda Marlene Eales,5041
4807,Ron Black,5041
4808,Andy Mitchell,5041
4809,ZABSTAIN,5041
4810,Andy Mitchell,5041
4811,Andy Mitchell,5041
4812,ZABSTAIN,5041
4813,Andy Mitchell,5041
4814,Andy Mitchell,5041
4815,ZABSTAIN,5041
4816,Linda Marlene Eales,5040
4817,ZABSTAIN,5040
4818,Andy Mitchell,5040
4819,Ron Black,5040
4820,ZABSTAIN,5040
4821,ZABSTAIN,5040
4822,Andy Mitchell,5040
4823,Andy Mitchell,5040
4824,Ron Black,5040
4825,ZABSTAIN,5040
4826,Andy Mitchell,5040
4827,Andy Mitchell,5040
4828,Ron Black,5040
4829,ZABSTAIN,5040
4830,Linda Marlene Eales,5040
4831,Andy Mitchell,5040
4832,Linda Marlene Eales,5040
4833,Ron Black,5040
4834,Linda Marlene Eales,5040
4835,ZABSTAIN,5040
4836,ZABSTAIN,5040
4837,ZABSTAIN,5039
4838,Ron Black,5039
4839,ZABSTAIN,5039
4840,Linda Marlene Eales,5039
4841,Ron Black,5039
4842,Linda Marlene Eales,5039
4843,ZABSTAIN,5039
4844,ZABSTAIN,5039
4845,Ron Black,5039
4846,Andy Mitchell,5039
4847,Ron Black,5039
4848,Andy Mitchell,5039
4849,Ron Black,5039
4850,Linda Marlene Eales,5039
4851,Ron Black,5039
4852,Ron Black,5039
4853,Linda Marlene Eales,5039
4854,Linda Marlene Eales,5038
4855,Andy Mitchell,5038
4856,Andy Mitchell,5038
4857,Andy Mitchell,5038
4858,Linda Marlene Eales,5038
4859,Andy Mitchell,5038
4860,Andy Mitchell,5038
4861,ZABSTAIN,5038
4862,Andy Mitchell,5038
4863,Ron Black,5038
4864,Ron Black,5038
4865,ZABSTAIN,5038
4866,Ron Black,5038
4867,Andy Mitchell,5038
4868,Ron Black,5038
4869,Ron Black,5038
4870,Linda Marlene Eales,5037
4871,Ron Black,5037
4872,Linda Marlene Eales,5037
4873,ZABSTAIN,5037
4874,Ron Black,5037
4875,Linda Marlene Eales,5037
4876,Linda Marlene Eales,5037
4877,Ron Black,5037
4878,Ron Black,5037
4879,Andy Mitchell,5037
4880,ZABSTAIN,5037
4881,Ron Black,5037
4882,ZABSTAIN,5037
4883,ZABSTAIN,5037
4884,Ron Black,5037
4885,Andy Mitchell,5037
4886,ZABSTAIN,5037
4887,Andy Mitchell,5037
4888,ZABSTAIN,5037
4889,ZABSTAIN,5037
4890,Ron Black,5037
4891,ZABSTAIN,5037
4892,Andy Mitchell,5037
4893,Andy Mitchell,5036
4894,ZABSTAIN,5036
4895,Andy Mitchell,5036
4896,Linda Marlene Eales,5036
4897,ZABSTAIN,5036
4898,Ron Black,5036
4899,ZABSTAIN,5036
4900,Ron Black,5036
4901,ZABSTAIN,5036
4902,Ron Black,5036
4903,Andy Mitchell,5036
4904,Linda Marlene Eales,5036
4905,ZABSTAIN,5036
4906,ZABSTAIN,5036
4907,ZABSTAIN,5036
4908,Andy Mitchell,5036
4909,Ron Black,5036
4910,Linda Marlene Eales,5036
4911,Andy Mitchell,5036
4912,ZABSTAIN,5036
4913,Linda Marlene Eales,5036
4914,Ron Black,5035
4915,Linda Marlene Eales,5035
4916,Andy Mitchell,5035
4917,Ron Black,5035
4918,Andy Mitchell,5035
4919,Linda Marlene Eales,5035
4920,Andy Mitchell,5035
4921,Andy Mitchell,5035
4922,Linda Marlene Eales,5035
4923,Andy Mitchell,5035
4924,ZABSTAIN,5035
4925,Linda Marlene Eales,5035
4926,Linda Marlene Eales,5035
4927,ZABSTAIN,5035
4928,Linda Marlene Eales,5035
4929,Ron Black,5035
4930,ZABSTAIN,5035
4931,Linda Marlene Eales,5034
4932,Ron Black,5034
4933,Andy Mitchell,5034
4934,Ron Black,5034
4935,ZABSTAIN,5034
4936,ZABSTAIN,5034
4937,ZABSTAIN,5034
4938,Linda Marlene Eales,5034
4939,Ron Black,5034
4940,Linda Marlene Eales,5034
4941,Ron Black,5034
4942,Linda Marlene Eales,5034
4943,Ron Black,5034
4944,ZABSTAIN,5034
4945,ZABSTAIN,5034
4946,Ron Black,5033
4947,Ron Black,5033
4948,Linda Marlene Eales,5033
4949,Andy Mitchell,5033
4950,Andy Mitchell,5033
4951,Linda Marlene Eales,5033
4952,Linda Marlene Eales,5033
4953,Linda Marlene Eales,5033
4954,Ron Black,5033
4955,Ron Black,5033
4956,Linda Marlene Eales,5033
4957,Ron Black,5033
4958,Ron Black,5033
4959,Andy Mitchell,5033
4960,Ron Black,5033
4961,Andy Mitchell,5033
4962,Ron Black,5032
4963,Andy Mitchell,5032
4964,Linda Marlene Eales,5032
4965,ZABSTAIN,5032
4966,Ron Black,5032
4967,Linda Marlene Eales,5032
4968,Andy Mitchell,5032
4969,Linda Marlene Eales,5032
4970,Linda Marlene Eales,5032
4971,ZABSTAIN,5032
4972,Linda Marlene Eales,5032
4973,ZABSTAIN,5032
4974,ZABSTAIN,5032
4975,Andy Mitchell,5032
4976,Linda Marlene Eales,5032
4977,Andy Mitchell,5032
4978,Andy Mitchell,5032
4979,ZABSTAIN,5032
4980,Andy Mitchell,5032
4981,Linda Marlene Eales,5031
4982,Linda Marlene Eales,5031
4983,Ron Black,5031
4984,Andy Mitchell,5031
4985,Linda Marlene Eales,5031
4986,Andy Mitchell,5031
4987,Linda Marlene Eales,5031
4988,Linda Marlene Eales,5031
4989,Ron Black,5031
4990,Linda Marlene Eales,5030
4991,Andy Mitchell,5030
4992,Linda Marlene Eales,5030
4993,ZABSTAIN,5030
4994,ZABSTAIN,5030
4995,Linda Marlene Eales,5030
4996,Ron Black,5030
4997,Linda Marlene Eales,5030
4998,Linda Marlene Eales,5030
4999,Ron Black,5030
5000,Andy Mitchell,5030
5001,Ron Black,5030
5002,ZABSTAIN,5030
5003,Linda Marlene Eales,5030
5004,ZABSTAIN,5030
5005,Linda Marlene Eales,5030
5006,Ron Black,5029
5007,Linda Marlene Eales,5029
5008,Linda Marlene Eales,5029
5009,ZABSTAIN,5029
5010,Ron Black,5029
5011,Andy Mitchell,5029
5012,Ron Black,5029
5013,Andy Mitchell,5029
5014,Ron Black,5029
5015,ZABSTAIN,5029
5016,Ron Black,5029
5017,Linda Marlene Eales,5029
5018,Andy Mitchell,5029
5019,Linda Marlene Eales,5029
5020,Linda Marlene Eales,5028
5021,Andy Mitchell,5028
5022,Linda Marlene Eales,5028
5023,Andy Mitchell,5028
5024,Andy Mitchell,5028
